Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4
0,1.3280563164194611e-06,0.79999516777696966,1.9733998868280306e-15,3.107445517322517e-06,3.9672119450037149e-07
0,3.1696326711265845e-07,0.15999903355544465,0.79990975163021749,7.9679493271929319e-05,1.1218357798864935e-05
0,2.1539786586766954e-06,0.031999806747820519,0.95593920235817409,0.0040274460358665247,3.1390879480253235e-05
0,4.8145931269752101e-07,0.80636901962438734,0.19118784047180093,0.00081438187329292016,2.8276571206295051e-05
0,3.6053068637002476e-05,0.16127380953986234,0.83173633935689539,0.0065935123437713215,4.0285690833950617e-05
0,9.4331031639664181e-06,0.032254761910189056,0.96631010814111085,0.0013441917527044474,1.7505092831614346e-05
0,0.039372925994563546,0.73850478829651556,0.19335150117308803,0.0040479989113751122,0.024709985624457632
0,0.0078745884398314873,0.14770095765930608,0.83863704973835052,0.00084117758494651042,0.0049436665775654757
0,0.0015749190337623785,0.029540191531861222,0.96771939415208186,0.00017624221752387121,0.00098874106477072547
0,0.00033175988843325502,0.0059080383398567617,0.99287798446558595,0.00063311337892534849,0.00024900152719855537
0,0.006913100544649318,0.49567897101766917,0.20451940209041761,0.22977284482575056,0.063115661041513435
0,0.0013826201806895289,0.099135794203533856,0.84089623581437056,0.045962209086036807,0.012623136619369429
0,0.00027692136785333483,0.019827158841136942,0.96807612822910827,0.0092904555250618807,0.0025293352176395632
0,0.033732360052012619,0.0045567058061536945,0.6922643798276148,0.053841445569729827,0.21560510858064905
0,0.0067464721236353137,0.00091134116123074292,0.93844464919996884,0.010776512758162911,0.043121024724234187
0,0.070481206376744127,0.00018858932364356325,0.88142454287654048,0.036998442917190573,0.010907218499327668
0,0.014096241631371537,3.7717864728713078e-05,0.97627959373971007,0.0074049988301925296,0.0021814479326864766
0,0.0028192747554916229,7.543572945778799e-06,0.99524922064535692,0.0014876323467010602,0.00043632867924253292
0,0.0011325523330670011,0.02733762277631744,0.40336510930792646,0.019703952203132938,0.54846076337950389
0,0.00022674136058350246,0.0054675245553637893,0.88011465189332339,0.004498019897111777,0.10969306229360698
0,4.6983089178571443e-05,0.0010935049252836352,0.97441743689834048,0.0023345153234829294,0.022107559763712179
0,0.0035119166261402368,0.68534271641055144,0.1949676148568717,0.055017285932081182,0.061160466174354888
0,0.00070238332580648487,0.13706854328211029,0.83899348232142157,0.011003497834506925,0.012232093236154764
0,0.00014914962558066274,0.027413708659568381,0.96770548656952293,0.0022622714302843656,0.0024693837150436826
0,3.4582718761941575e-05,0.0054827417325198713,0.99295181081206829,0.0010353463367487102,0.00049551839990116895
0,6.9281838709146433e-06,0.80106053058750382,0.19859036216277542,0.00024068642440519859,0.00010149264144454128
0,0.0042285603879962342,0.78883557959209372,0.040178569429620954,0.035345396471310159,0.13141189411897894
0,0.0027160034569660208,0.72701063736141913,0.0096668531585702693,0.23020324219616911,0.030403263826875603
0,0.00054320174569638148,0.9454015498685332,0.0019333706317140546,0.046040744979362357,0.0060811327746939413
